BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.36,9.07,25.85,50.35,81.65
45.36,3.18,13.61,32.66,59.87,93.89
49.9,5.44,18.14,39.46,69.4,105.23
54.43,8.16,23.13,46.72,78.47,116.57
58.97,10.89,27.67,53.52,87.09,127.46
63.5,14.51,32.66,60.33,95.71,137.89
68.04,17.69,37.65,66.68,104.33,147.87
72.57,21.32,42.64,73.48,112.49,157.4
77.11,24.49,47.63,79.83,120.2,166.92
81.65,28.12,52.62,86.18,128.37,175.99
86.18,31.75,57.61,92.53,135.62,184.61
90.72,35.38,62.14,98.43,142.88,193.23
95.25,39.01,67.13,104.33,150.14,201.85
99.79,42.64,71.67,110.22,157.4,209.56
104.33,46.27,76.2,116.12,164.2,217.72
108.86,49.9,81.19,121.56,171,225.44
113.4,53.52,85.73,127.46,177.35,232.69
117.93,57.15,89.81,132.9,183.7,240.4