BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,11.79,27.22,50.35,80.29,115.21
54.43,13.61,29.94,53.52,84.37,120.2
58.97,14.97,32.21,56.7,88.45,124.74
63.5,16.78,34.47,59.42,92.08,129.27
68.04,18.14,36.29,62.6,95.25,133.36
72.57,19.5,38.56,65.32,98.88,137.44
77.11,20.87,40.37,67.59,102.06,141.07
81.65,22.23,42.18,70.31,104.78,144.7
86.18,23.59,44.45,72.57,107.95,147.87
90.72,24.95,46.27,74.84,110.68,151.5
95.25,26.31,47.63,77.11,113.4,154.67
99.79,27.67,49.44,79.38,116.12,157.4
104.33,29.03,51.26,81.19,118.39,160.57
108.86,29.94,52.62,83.46,121.11,163.29
113.4,31.3,54.43,85.28,123.38,166.01
117.93,32.21,55.79,87.09,125.65,168.74
122.47,33.57,57.15,88.9,127.91,171.46
127.01,34.47,58.97,90.72,129.73,173.73
131.54,35.83,60.33,92.53,132,175.99
136.08,36.74,61.69,94.35,134.26,178.72
140.61,37.65,63.05,96.16,136.08,180.98